Year,State,State Code,Agency,Fires - Human/Rx,Acres - Human/Rx,Fires - Lightning/Wildland,Acres - Lightning/Wildland
2019,Alabama,AL,FS,28,6130,1,1
2019,Alabama,AL,OTHR,21,493,0,0
2019,Alabama,AL,ST,1057,15534,0,0
2019,Alaska,AK,BLM,51,35185,198,1655106
2019,Alaska,AK,FS,45,10,1,3
2019,Alaska,AK,ST,253,8866,172,798989
2019,Arizona,AZ,BIA,547,19217,59,37195
2019,Arizona,AZ,BLM,130,5614,45,5314
2019,Arizona,AZ,DOD,0,0,2,1178
2019,Arizona,AZ,FS,321,137904,287,140521
2019,Arizona,AZ,FWS,9,34,3,54
2019,Arizona,AZ,NPS,22,87,10,21865
2019,Arizona,AZ,ST,434,15959,0,0
2019,Arkansas,AR,FS,63,941,0,0
2019,Arkansas,AR,FWS,2,3,0,0
2019,Arkansas,AR,NPS,10,10,0,0
2019,Arkansas,AR,OTHR,585,7648,0,0
2019,California,CA,BIA,80,334,0,0
2019,California,CA,BLM,118,5605,38,2934
2019,California,CA,C&L,15,87,0,0
2019,California,CA,FS,686,78075,315,34327
2019,California,CA,FWS,15,2754,0,0
2019,California,CA,NPS,24,111,10,0
2019,California,CA,ST,6759,129189,134,5732
2019,Colorado,CO,BIA,11,22,47,747
2019,Colorado,CO,BLM,41,118,172,4518
2019,Colorado,CO,C&L,131,8703,124,5989
2019,Colorado,CO,FS,163,4462,143,15522
2019,Colorado,CO,FWS,1,0,1,5
2019,Colorado,CO,NPS,4,192,10,0
2019,Colorado,CO,ST,1,0,3,40
2019,Colorado,CO,USA,1,25,4,49
2019,Florida,FL,BIA,0,0,2,1
2019,Florida,FL,DOD,81,14327,7,312
2019,Florida,FL,FS,51,1047,35,7144
2019,Florida,FL,FWS,5,4414,3,1085
2019,Florida,FL,NPS,5,847,24,1810
2019,Florida,FL,OTHR,90,224,3,189
2019,Florida,FL,ST,1428,13039,387,78061
2019,Georgia,GA,DOD,0,0,1,0
2019,Georgia,GA,FS,5,6,1,1
2019,Georgia,GA,FWS,0,0,2,273
2019,Georgia,GA,NPS,4,1,0,0
2019,Georgia,GA,ST,3145,12126,0,0
2019,Hawaii,HI,C&L,155,10710,0,0
2019,Idaho,ID,BIA,22,152,4,7
2019,Idaho,ID,BLM,109,78932,76,69016
2019,Idaho,ID,C&L,55,1576,10,628
2019,Idaho,ID,DOD,0,0,2,112157
2019,Idaho,ID,FS,112,1057,296,19036
2019,Idaho,ID,FWS,1,16,0,0
2019,Idaho,ID,ST,180,1417,93,32
2019,Illinois,IL,FS,1,13,0,0
2019,Illinois,IL,ST,1,28,0,0
2019,Indiana,IN,FS,3,3,0,0
2019,Indiana,IN,FWS,2,2,0,0
2019,Indiana,IN,NPS,27,508,0,0
2019,Indiana,IN,ST,6,10,0,0
2019,Iowa,IA,FWS,6,374,0,0
2019,Iowa,IA,ST,147,1646,0,0
2019,Kansas,KS,BIA,6,464,0,0
2019,Kansas,KS,C&L,9,13648,0,0
2019,Kansas,KS,FWS,0,55,0,0
2019,Kansas,KS,NPS,1,0,0,0
2019,Kansas,KS,USA,3,7000,0,0
2019,Kentucky,KY,FS,44,1696,1,25
2019,Kentucky,KY,ST,710,9993,0,0
2019,Louisiana,LA,FS,40,440,1,81
2019,Louisiana,LA,FWS,0,0,2,289
2019,Louisiana,LA,ST,318,2249,0,0
2019,Maine,ME,ST,344,135,11,7
2019,Maryland,MD,FWS,1,0,0,0
2019,Maryland,MD,ST,134,1472,5,26
2019,Massachusetts,MA,ST,289,248,0,0
2019,Michigan,MI,BIA,7,7,0,0
2019,Michigan,MI,FS,127,152,2,0
2019,Michigan,MI,ST,216,939,9,30
2019,Minnesota,MN,BIA,316,568,0,0
2019,Minnesota,MN,FS,43,59,7,15
2019,Minnesota,MN,FWS,18,597,0,0
2019,Minnesota,MN,ST,637,4623,0,0
2019,Mississippi,MS,FS,39,4028,0,0
2019,Mississippi,MS,FWS,1,1,0,0
2019,Mississippi,MS,NPS,1,1,0,0
2019,Mississippi,MS,OTHR,918,1443,0,0
2019,Missouri,MO,FS,63,5075,0,0
2019,Missouri,MO,NPS,4,16,0,0
2019,Montana,MT,BIA,248,3584,45,5540
2019,Montana,MT,BLM,12,562,38,353
2019,Montana,MT,C&L,434,15540,110,16617
2019,Montana,MT,FS,144,682,191,7713
2019,Montana,MT,FWS,3,1,9,8589
2019,Montana,MT,NPS,2,0,2,0
2019,Montana,MT,ST,139,5383,97,271
2019,Nebraska,NE,BIA,1,1,0,0
2019,Nebraska,NE,FS,5,628,1,25
2019,Nebraska,NE,FWS,0,4958,0,0
2019,Nebraska,NE,ST,5,3859,3,7
2019,Nevada,NV,BLM,148,9858,168,42544
2019,Nevada,NV,C&L,121,5045,39,4231
2019,Nevada,NV,DOD,1,0,0,0
2019,Nevada,NV,FS,20,3490,34,16706
2019,Nevada,NV,FWS,4,0,1,0
2019,Nevada,NV,NPS,10,9,1,0
2019,Nevada,NV,OTHR,6,176,1,1
2019,Nevada,NV,ST,8,223,0,0
2019,New Hampshire,NH,FS,1,1,0,0
2019,New Hampshire,NH,ST,15,24,0,0
2019,New Jersey,NJ,FFS,727,11346,0,0
2019,New Mexico,NM,BIA,60,135,29,401
2019,New Mexico,NM,BLM,52,114,45,750
2019,New Mexico,NM,DOE,3,4,0,0
2019,New Mexico,NM,FS,148,15793,193,45601
2019,New Mexico,NM,FWS,0,0,2,1
2019,New Mexico,NM,NPS,1,0,13,345
2019,New Mexico,NM,ST,188,7223,125,9521
2019,New York,NY,FWS,1,0,0,0
2019,New York,NY,NPS,4,8,0,0
2019,New York,NY,ST,71,212,3,1
2019,North Carolina,NC,BIA,10,8,0,0
2019,North Carolina,NC,DOD,79,5109,0,0
2019,North Carolina,NC,FS,23,322,1,0
2019,North Carolina,NC,FWS,1,7,0,0
2019,North Carolina,NC,OTHR,1,8,0,0
2019,North Carolina,NC,ST,3670,8495,87,599
2019,North Dakota,ND,BIA,467,2895,3,2
2019,North Dakota,ND,FS,6,120,0,0
2019,North Dakota,ND,FWS,9,1431,2,5
2019,North Dakota,ND,NPS,1,1,0,0
2019,Ohio,OH,FS,125,120,0,0
2019,Ohio,OH,ST,373,918,0,0
2019,Oklahoma,OK,BIA,394,28194,3,201
2019,Oklahoma,OK,FWS,5,109,0,0
2019,Oklahoma,OK,OTHR,168,2184,0,0
2019,Oklahoma,OK,ST,534,36454,0,0
2019,Oregon,OR,BIA,40,235,7,6
2019,Oregon,OR,BLM,64,853,155,9567
2019,Oregon,OR,C&L,18,4156,7,41
2019,Oregon,OR,DOF,732,15985,284,203
2019,Oregon,OR,FS,329,870,640,24341
2019,Oregon,OR,FWS,4,72,3,23401
2019,Oregon,OR,NPS,5,1,5,1
2019,Pennsylvania,PA,NPS,14,3,0,0
2019,Pennsylvania,PA,ST,532,688,1,0
2019,Puerto Rico,PR,FWS,12,78,0,0
2019,Puerto Rico,PR,ST,85,2828,0,0
2019,Rhode Island,RI,ST,45,33,0,0
2019,South Carolina,SC,FS,26,1993,1,97
2019,South Carolina,SC,FWS,1,51,0,0
2019,South Carolina,SC,OTHR,944,3666,15,116
2019,South Carolina,SC,ST,5,16,0,0
2019,South Dakota,SD,BIA,119,1264,12,8
2019,South Dakota,SD,BLM,1,0,1,0
2019,South Dakota,SD,FS,12,1,19,148
2019,South Dakota,SD,FWS,0,30,0,0
2019,South Dakota,SD,ST,150,732,32,78
2019,Tennessee,TN,FS,26,122,4,72
2019,Tennessee,TN,NPS,3,7,1,0
2019,Tennessee,TN,OTHR,0,74,0,0
2019,Tennessee,TN,ST,535,5190,2,13
2019,Texas,TX,C&L,6048,61604,221,12735
2019,Texas,TX,FS,9,11,3,2
2019,Texas,TX,FWS,7,486,0,0
2019,Texas,TX,NPS,13,1133,3,7
2019,Texas,TX,PR,3,3,0,0
2019,Texas,TX,ST,495,99881,90,39631
2019,Utah,UT,BIA,15,15,16,113
2019,Utah,UT,BLM,92,13309,122,30989
2019,Utah,UT,DOD,6,590,0,0
2019,Utah,UT,FS,79,3753,72,16236
2019,Utah,UT,FWS,2,2,0,0
2019,Utah,UT,NPS,4,1,7,437
2019,Utah,UT,ST,492,8078,118,18857
2019,Vermont,VT,FS,4,0,0,0
2019,Vermont,VT,ST,15,22,0,0
2019,Virginia,VA,FS,14,760,0,0
2019,Virginia,VA,NPS,3,8,0,0
2019,Virginia,VA,ST,347,1875,0,0
2019,Washington,WA,BIA,131,3647,67,46055
2019,Washington,WA,BLM,52,37397,3,11
2019,Washington,WA,FS,70,490,86,5233
2019,Washington,WA,FWS,31,42081,3,4
2019,Washington,WA,NPS,10,1,9,3
2019,Washington,WA,ST,773,34533,159,286
2019,West Virginia,WV,FS,6,1321,0,0
2019,West Virginia,WV,NPS,1,5,0,0
2019,West Virginia,WV,ST,586,6327,0,0
2019,Wisconsin,WI,FS,30,16,0,0
2019,Wisconsin,WI,ST,680,1182,0,0
2019,Wyoming,WY,BIA,58,273,3,14
2019,Wyoming,WY,BLM,48,484,68,15422
2019,Wyoming,WY,BOR,1,0,0,0
2019,Wyoming,WY,C&L,109,1350,59,9589
2019,Wyoming,WY,FS,47,52,43,11329
2019,Wyoming,WY,FWS,3,49,0,0
2019,Wyoming,WY,NPS,11,6,9,110
2019,Wyoming,WY,ST,20,1631,7,1548
2018,Alabama,AL,FS,11,244.5,0,0
2018,Alabama,AL,FWS,0,0,0,0
2018,Alabama,AL,OTHR,7,238,0,0
2018,Alabama,AL,ST,952,14981.3,0,0
2018,Alaska,AK,BLM,31,645,92,363997
2018,Alaska,AK,DVF,160,28273,46,17740
2018,Alaska,AK,FS,38,28,0,0
2018,Arizona,AZ,BIA,469,28959,59,2707
2018,Arizona,AZ,BLM,104,2738,39,2745
2018,Arizona,AZ,DOD,3,36,0,0
2018,Arizona,AZ,DVF,376,23294,12,10425
2018,Arizona,AZ,FS,399,31224,501,51366
2018,Arizona,AZ,FWS,4,8,1,15
2018,Arizona,AZ,NPS,9,175,24,11664
2018,Arkansas,AR,FS,90,3089,9,1305
2018,Arkansas,AR,FWS,1,10,0,0
2018,Arkansas,AR,NPS,14,367,0,0
2018,Arkansas,AR,OTHR,1005,19300,0,0
2018,Arkansas,AR,ST,0,0,0,0
2018,California,CA,BIA,119,4434.1,2,200
2018,California,CA,BLM,103,3824,12,791.9
2018,California,CA,C&L,42,103106,0,0
2018,California,CA,CDF,6712,930270,0,0
2018,California,CA,FS,708,614032.6,257,114862.6
2018,California,CA,FWS,9,14,0,0
2018,California,CA,NPS,56,50365,34,1253
2018,California,CA,OTHR,0,0,0,0
2018,California,CA,USN,0,0,0,0
2018,Colorado,CO,BIA,19,153,88,82
2018,Colorado,CO,BLM,53,22504,308,30349
2018,Colorado,CO,C&L,242,242674,177,16002
2018,Colorado,CO,FS,160,76816,224,70108
2018,Colorado,CO,FWS,2,0,1,0
2018,Colorado,CO,NPS,7,17,24,255
2018,Colorado,CO,OES,0,6215,1,0
2018,Colorado,CO,OTHR,0,0,0,159
2018,Colorado,CO,USA,19,10413,2,33
2018,Colorado,CO,USAF,0,0,1,23
2018,Connecticut,CT,NPS,0,0,0,0
2018,Connecticut,CT,ST,52,40,0,0
2018,Delaware,DE,FWS,0,0,0,0
2018,Florida,FL,BIA,5,4180,2,79
2018,Florida,FL,DOD,48,1637,0,0
2018,Florida,FL,FS,47,7232,8,487
2018,Florida,FL,FWS,4,1071,1,614
2018,Florida,FL,NPS,15,6226,24,9822
2018,Florida,FL,OTHR,117,1209,10,750
2018,Florida,FL,ST,1692,44405,243,52789
2018,Florida,FL,USAF,33,8319,0,0
2018,Georgia,GA,DOD,0,0,0,0
2018,Georgia,GA,FS,2,11,1,1
2018,Georgia,GA,FWS,2,1,0,0
2018,Georgia,GA,OTHR,0,0,0,0
2018,Georgia,GA,ST,2496,13597,71,626
2018,Hawaii,HI,C&L,1,18000,0,0
2018,Hawaii,HI,FWS,0,0,0,0
2018,Hawaii,HI,NPS,2,3979,0,0
2018,Hawaii,HI,ST,0,0,0,0
2018,Idaho,ID,BIA,26,3392,2,0
2018,Idaho,ID,BLM,140,72461,81,274442
2018,Idaho,ID,BOR,2,50,0,0
2018,Idaho,ID,C&L,117,54812,11,4136
2018,Idaho,ID,DOD,0,0,1,2
2018,Idaho,ID,FS,121,76231,174,105505
2018,Idaho,ID,FWS,0,0,0,0
2018,Idaho,ID,NPS,0,0,0,0
2018,Idaho,ID,ST,397,8870,60,4580
2018,Illinois,IL,FS,6,120,0,0
2018,Illinois,IL,FWS,0,0,0,0
2018,Illinois,IL,ST,0,0,0,0
2018,Indiana,IN,DOD,0,0,0,0
2018,Indiana,IN,FS,9,100,0,0
2018,Indiana,IN,FWS,0,0,0,0
2018,Indiana,IN,NPS,17,15,0,0
2018,Indiana,IN,ST,0,0,0,0
2018,Iowa,IA,BIA,0,0,0,0
2018,Iowa,IA,FWS,5,892,0,0
2018,Iowa,IA,ST,381,7122,0,0
2018,Kansas,KS,BIA,23,1198,1,2
2018,Kansas,KS,C&L,36,56396,1,28
2018,Kansas,KS,FS,1,0,3,1
2018,Kansas,KS,FWS,4,97,2,1512
2018,Kansas,KS,NPS,0,0,0,0
2018,Kansas,KS,SF,0,0,0,0
2018,Kansas,KS,USA,0,0,0,0
2018,Kentucky,KY,FS,16,110,1,65
2018,Kentucky,KY,OTHR,0,0,0,0
2018,Kentucky,KY,ST,359,8242,0,0
2018,Louisiana,LA,FS,45,2933,4,690
2018,Louisiana,LA,FWS,4,79,6,583
2018,Louisiana,LA,ST,588,6457,0,0
2018,Maine,ME,BIA,0,0,0,0
2018,Maine,ME,FWS,0,0,0,0
2018,Maine,ME,NPS,2,0,0,0
2018,Maine,ME,ST,519,625,21,53
2018,Maryland,MD,DOD,0,0,0,0
2018,Maryland,MD,FWS,0,0,0,0
2018,Maryland,MD,NPS,0,0,0,0
2018,Maryland,MD,ST,73,358,3,1
2018,Massachusetts,MA,DOD,0,0,0,0
2018,Massachusetts,MA,FWS,0,0,0,0
2018,Massachusetts,MA,ST,320,210,0,0
2018,Michigan,MI,BIA,17,10,2,10
2018,Michigan,MI,FS,114,162,2,11
2018,Michigan,MI,NPS,0,0,0,0
2018,Michigan,MI,ST,285,3349,11,244
2018,Minnesota,MN,BIA,448,4135,0,0
2018,Minnesota,MN,FS,71,180,5,1
2018,Minnesota,MN,FWS,15,1032,0,0
2018,Minnesota,MN,NPS,0,0,0,0
2018,Minnesota,MN,ST,803,11657,2,0
2018,Mississippi,MS,FS,32,5163,0,0
2018,Mississippi,MS,FWS,0,0,0,0
2018,Mississippi,MS,OTHR,796,11204,1,1
2018,Mississippi,MS,ST,339,4826,0,0
2018,Missouri,MO,FS,93,5781,1,21
2018,Missouri,MO,FWS,3,55,0,0
2018,Missouri,MO,NPS,6,168,0,0
2018,Montana,MT,BIA,279,2276,56,2749
2018,Montana,MT,BLM,10,3,50,956
2018,Montana,MT,C&L,320,13249,103,3701
2018,Montana,MT,FS,166,1235,162,50785
2018,Montana,MT,FWS,1,37,2,2900
2018,Montana,MT,NPS,1,4,9,17435
2018,Montana,MT,ST,138,2107,45,377
2018,Nebraska,NE,BIA,21,73,0,0
2018,Nebraska,NE,DOF,4,24,2,3
2018,Nebraska,NE,FS,4,6,2,5
2018,Nebraska,NE,FWS,1,5,0,0
2018,Nebraska,NE,NPS,2,7,-1,-1
2018,Nevada,NV,BLM,155,489262,175,131090
2018,Nevada,NV,C&L,144,82615,38,113928
2018,Nevada,NV,DOD,1,2,2,3242
2018,Nevada,NV,FS,34,23075,69,147129
2018,Nevada,NV,FWS,4,1,1,0
2018,Nevada,NV,NPS,15,52,1,0
2018,Nevada,NV,OTHR,2,5146,0,6294
2018,Nevada,NV,ST,6,125,2,5
2018,Nevada,NV,USN,0,0,0,0
2018,New Hampshire,NH,DOD,0,0,0,0
2018,New Hampshire,NH,FS,0,0,0,0
2018,New Hampshire,NH,FWS,0,0,0,0
2018,New Hampshire,NH,ST,143,61,2,0
2018,New Jersey,NJ,DOD,0,0,0,0
2018,New Jersey,NJ,FWS,0,0,0,0
2018,New Jersey,NJ,ST,625,1347,0,0
2018,New Mexico,NM,BIA,130,1418,54,41
2018,New Mexico,NM,BLM,50,791,87,2122
2018,New Mexico,NM,DOE,0,0,1,0
2018,New Mexico,NM,FS,179,76034,270,28376
2018,New Mexico,NM,FWS,4,216,3,210
2018,New Mexico,NM,NPS,2,0,9,1841
2018,New Mexico,NM,OTHR,0,0,0,0
2018,New Mexico,NM,SF,368,142243.5,177,129052
2018,New York,NY,FWS,4,3,0,0
2018,New York,NY,NPS,0,0,0,0
2018,New York,NY,ST,99,815,6,30
2018,North Carolina,NC,BIA,9,46,0,0
2018,North Carolina,NC,FS,25,896,0,0
2018,North Carolina,NC,FWS,0,0,0,0
2018,North Carolina,NC,OTHR,0,0,0,0
2018,North Carolina,NC,ST,3470,10839,35,246
2018,North Carolina,NC,USA,52,1518,0,0
2018,North Carolina,NC,USM,34,4513,0,0
2018,North Dakota,ND,BIA,599,3733,5,63
2018,North Dakota,ND,BLM,0,0,0,0
2018,North Dakota,ND,FS,6,385,3,47
2018,North Dakota,ND,FWS,10,1737,0,0
2018,North Dakota,ND,NPS,9,10,0,0
2018,North Dakota,ND,ST,378,13447,16,135
2018,Ohio,OH,FS,63,302,0,0
2018,Ohio,OH,NPS,1,1,0,0
2018,Ohio,OH,ST,3,34,0,0
2018,Oklahoma,OK,BIA,442,116791,1,51
2018,Oklahoma,OK,FWS,12,4540,0,0
2018,Oklahoma,OK,OTHR,165,2689,0,0
2018,Oklahoma,OK,ST,1087,621026.4,0,0
2018,Oregon,OR,BIA,76,1245.3,16,8504
2018,Oregon,OR,BLM,108,123856,103,133701
2018,Oregon,OR,C&L,6,78430,10,102340
2018,Oregon,OR,DOF,742,48165,223,42503
2018,Oregon,OR,FS,392,75528,316,275857.4
2018,Oregon,OR,FWS,2,2303,6,1504
2018,Oregon,OR,NPS,4,193,15,3133
2018,Pennsylvania,PA,FS,2,30,0,0
2018,Pennsylvania,PA,NPS,0,0,0,0
2018,Pennsylvania,PA,ST,1271,3583,3,1
2018,Puerto Rico,PR,DHS,0,0,0,0
2018,Puerto Rico,PR,FWS,7,39,0,0
2018,Puerto Rico,PR,ST,18,350,0,0
2018,Rhode Island,RI,FWS,0,0,0,0
2018,Rhode Island,RI,ST,32,14,0,0
2018,South Carolina,SC,FS,21,3475,0,0
2018,South Carolina,SC,FWS,1,17,0,0
2018,South Carolina,SC,NPS,2,3,0,0
2018,South Carolina,SC,OTHR,1076,5830.1,19,75.6
2018,South Carolina,SC,ST,12,154.1,1,0.2
2018,South Carolina,SC,USA,4,384,0,0
2018,South Dakota,SD,BIA,153,1269,4,25
2018,South Dakota,SD,BLM,1,16,0,0
2018,South Dakota,SD,C&L,1,22,0,0
2018,South Dakota,SD,FS,17,99,19,11
2018,South Dakota,SD,FWS,0,0,0,0
2018,South Dakota,SD,NPS,1,0,2,3
2018,South Dakota,SD,ST,193,2999,42,583
2018,Tennessee,TN,FS,2,122,0,0
2018,Tennessee,TN,NPS,2,0,0,0
2018,Tennessee,TN,ST,335,3630,2,11
2018,Texas,TX,BLM,1,15,0,0
2018,Texas,TX,C&L,9114,154051,382,26294
2018,Texas,TX,FS,35,371,4,6
2018,Texas,TX,FWS,4,336,3,1695
2018,Texas,TX,NPS,13,3309,7,5318
2018,Texas,TX,ST,850,218011,128,160405
2018,Utah,UT,BIA,14,1875,18,9696
2018,Utah,UT,BLM,104,16554,243,51357
2018,Utah,UT,DOD,2,1432,0,0
2018,Utah,UT,FS,86,51219,174,124310
2018,Utah,UT,FWS,1,0,0,0
2018,Utah,UT,NPS,5,1,15,1187
2018,Utah,UT,ST,483,86401,188,94951
2018,Vermont,VT,FS,0,0,0,0
2018,Vermont,VT,ST,57,112,2,1
2018,Virginia,VA,BLM,615,5947,9,36
2018,Virginia,VA,FS,19,3256,1,6
2018,Virginia,VA,FWS,3,2,0,0
2018,Virginia,VA,NPS,4,30,0,0
2018,Virginia,VA,ST,615,5947,0,0
2018,Washington,WA,BIA,193,9707.5,20,5926
2018,Washington,WA,BLM,56,87272,7,1723
2018,Washington,WA,DNR,1033,142286.2,92,82
2018,Washington,WA,FS,141,3989,150,136864
2018,Washington,WA,FWS,26,36598,2,13011
2018,Washington,WA,NPS,7,5,16,1370
2018,West Virginia,WV,FS,4,499,0,0
2018,West Virginia,WV,FWS,0,0,0,0
2018,West Virginia,WV,NPS,2,171,0,0
2018,West Virginia,WV,ST,461,5700,0,0
2018,Wisconsin,WI,BIA,2,1,0,0
2018,Wisconsin,WI,FS,7,19,0,0
2018,Wisconsin,WI,NPS,0,0,0,0
2018,Wisconsin,WI,ST,807,1657,9,1
2018,Wyoming,WY,BIA,92,696,5,391
2018,Wyoming,WY,BLM,91,14122.2,79,72973.6
2018,Wyoming,WY,BOR,3,5,0,0
2018,Wyoming,WY,C&L,145,16925.8,59,30204.5
2018,Wyoming,WY,FS,60,117397,43,18225.4
2018,Wyoming,WY,FWS,0,0,0,0
2018,Wyoming,WY,NPS,4,5,8,2709
2018,Wyoming,WY,OTHR,0,0,0,0
2018,Wyoming,WY,SF,15,1530.6,7,4057.6
2017,Alaska,AK,BIA,0,0,0,0
2017,Alaska,AK,BLM,0,0,171,571753
2017,Alaska,AK,DOD,5,64030,0,0
2017,Alaska,AK,FWS,0,0,0,0
2017,Alaska,AK,NPS,0,0,0,0
2017,Alaska,AK,OTHR,0,0,0,0
2017,Alaska,AK,ST,1,820,179,81286
2017,Alaska,AK,USFS,2,100,14,2
2017,Alabama,AL,FWS,0,0,0,0
2017,Alabama,AL,NPS,0,0,0,0
2017,Alabama,AL,OTHR,13046,874482,2,17
2017,Alabama,AL,ST,0,0,1235,19682
2017,Alabama,AL,USFS,111,69973,17,493
2017,Arkansas,AR,FWS,4,1345,0,0
2017,Arkansas,AR,NPS,18,6328,6,651
2017,Arkansas,AR,OTHR,1002,88589,1566,27549
2017,Arkansas,AR,ST,0,0,0,0
2017,Arkansas,AR,USFS,138,118597,134,6424
2017,Arizona,AZ,BIA,33,40743,645,40953
2017,Arizona,AZ,BLM,14,1852,228,24908
2017,Arizona,AZ,DOD,1,240,7,818
2017,Arizona,AZ,FWS,1,53,10,1017
2017,Arizona,AZ,NPS,3,1860,33,14
2017,Arizona,AZ,OTHR,0,0,0,0
2017,Arizona,AZ,ST,2,2,558,82298
2017,Arizona,AZ,USFS,136,89128,840,279556
2017,California,CA,BIA,2,21,265,779
2017,California,CA,BLM,8,938,160,77265
2017,California,CA,C&L,0,0,44,2028
2017,California,CA,DOD,9,2532,169,11822
2017,California,CA,FWS,21,4157,8,71
2017,California,CA,NPS,24,1811,61,12124
2017,California,CA,OTHR,0,0,0,0
2017,California,CA,ST,0,0,7327,517495
2017,California,CA,USFS,364,40063,1526,644640
2017,Colorado,CO,BIA,5,92,88,237
2017,Colorado,CO,BLM,20,2140,247,38392
2017,Colorado,CO,C&L,35,1900,327,63565
2017,Colorado,CO,DOD,0,0,3,130
2017,Colorado,CO,FWS,9,2055,4,1
2017,Colorado,CO,NPS,7,274,21,324
2017,Colorado,CO,OTHR,5,6,2,0
2017,Colorado,CO,ST,0,0,0,0
2017,Colorado,CO,USFS,85,16678,275,9018
2017,Connecticut,CT,FWS,0,0,0,0
2017,Connecticut,CT,NPS,0,0,0,0
2017,Connecticut,CT,OTHR,0,0,0,0
2017,Connecticut,CT,ST,3,31,97,243
2017,Delaware,DE,FWS,5,220,1,1
2017,Delaware,DE,OTHR,0,0,0,0
2017,Delaware,DE,ST,8,60,4,5
2017,Florida,FL,BIA,79,9904,14,190
2017,Florida,FL,DOD,153,95786,105,22056
2017,Florida,FL,FWS,35,26345,9,14594
2017,Florida,FL,NPS,22,152987,39,54966
2017,Florida,FL,OTHR,85043,1546148,92,733
2017,Florida,FL,ST,714,267550,2929,201280
2017,Florida,FL,USFS,69,84260,92,5012
2017,Georgia,GA,DOD,49,16224,0,0
2017,Georgia,GA,FWS,12,4187,1,150306
2017,Georgia,GA,NPS,0,0,0,0
2017,Georgia,GA,OTHR,5583,72738,276,1869
2017,Georgia,GA,ST,77935,1159581,3629,49943
2017,Georgia,GA,USFS,9,2491,23,667
2017,Hawaii,HI,C&L,0,0,2,2095
2017,Hawaii,HI,FWS,0,0,0,0
2017,Hawaii,HI,NPS,0,0,1,3
2017,Hawaii,HI,ST,0,0,0,0
2017,Iowa,IA,BIA,2,3477,7,105
2017,Iowa,IA,FWS,44,4259,7,87
2017,Iowa,IA,NPS,0,0,0,0
2017,Iowa,IA,OTHR,0,0,0,0
2017,Iowa,IA,ST,373,18279,413,7024
2017,Idaho,ID,BIA,11,2087,20,56178
2017,Idaho,ID,BLM,15,8238,238,293746
2017,Idaho,ID,C&L,0,0,109,21151
2017,Idaho,ID,DOD,0,0,530,4327
2017,Idaho,ID,FWS,3,1570,1,2
2017,Idaho,ID,NPS,0,0,0,0
2017,Idaho,ID,OTHR,26,2106,0,0
2017,Idaho,ID,ST,79,5888,219,52924
2017,Idaho,ID,USFS,107,12926,481,257934
2017,Illinois,IL,FWS,10,1290,0,0
2017,Illinois,IL,ST,27,1964,0,0
2017,Illinois,IL,USFS,30,12563,13,98
2017,Indiana,IN,DOD,0,0,0,0
2017,Indiana,IN,FWS,12,3427,1,54
2017,Indiana,IN,NPS,9,1741,11,103
2017,Indiana,IN,OTHR,0,0,0,0
2017,Indiana,IN,ST,1,353,4,294
2017,Indiana,IN,USFS,16,2543,6,102
2017,Kansas,KS,BIA,1,5,16,424
2017,Kansas,KS,C&L,0,0,47,472177
2017,Kansas,KS,DOD,0,0,1,3500
2017,Kansas,KS,FWS,7,1782,5,196
2017,Kansas,KS,NPS,5,5505,0,0
2017,Kansas,KS,ST,0,0,0,0
2017,Kansas,KS,USFS,0,0,2,9
2017,Kentucky,KY,NPS,0,0,3,4
2017,Kentucky,KY,OTHR,0,0,0,0
2017,Kentucky,KY,ST,0,0,835,24261
2017,Kentucky,KY,USFS,23,3746,54,4662
2017,Louisiana,LA,FWS,17,3493,8,1247
2017,Louisiana,LA,NPS,0,0,0,0
2017,Louisiana,LA,OTHR,0,0,63,428
2017,Louisiana,LA,ST,155,8135,960,9052
2017,Louisiana,LA,USFS,9,10906,33,629
2017,Massachusetts,MA,DOD,2,107,0,0
2017,Massachusetts,MA,FWS,5,11,0,0
2017,Massachusetts,MA,NPS,0,0,0,0
2017,Massachusetts,MA,OTHR,0,0,0,0
2017,Massachusetts,MA,ST,38,905,1216,844
2017,Maryland,MD,DOD,0,0,0,0
2017,Maryland,MD,FWS,15,2261,3,4
2017,Maryland,MD,NPS,0,0,0,0
2017,Maryland,MD,OTHR,0,0,0,0
2017,Maryland,MD,ST,55,1490,105,2174
2017,Maine,ME,BIA,0,0,0,0
2017,Maine,ME,FWS,6,32,0,0
2017,Maine,ME,NPS,2,12,2,1
2017,Maine,ME,OTHR,0,0,0,0
2017,Maine,ME,ST,5,103,487,368
2017,Michigan,MI,BIA,0,0,1,0
2017,Michigan,MI,FWS,0,0,1,1
2017,Michigan,MI,NPS,0,0,0,0
2017,Michigan,MI,OTHR,0,0,0,0
2017,Michigan,MI,ST,110,9140,178,570
2017,Michigan,MI,USFS,65,10251,90,165
2017,Minnesota,MN,BIA,43,22391,353,2019
2017,Minnesota,MN,FWS,95,15296,7,94
2017,Minnesota,MN,NPS,0,0,0,0
2017,Minnesota,MN,ST,352,29072,622,3394
2017,Minnesota,MN,USFS,103,4526,54,46
2017,Missouri,MO,FWS,20,3308,3,30
2017,Missouri,MO,NPS,8,4186,7,46
2017,Missouri,MO,OTHR,0,0,0,0
2017,Missouri,MO,ST,0,0,3223,2956
2017,Missouri,MO,USFS,29,33898,165,5427
