Year,State,State Code,Agency,Fires - Human/Rx,Acres - Human/Rx,Fires - Lightning/Wildland,Acres - Lightning/Wildland
2013,Indiana,IN,DDQ,0,0,0,0
2013,Indiana,IN,FWS,6,1354,0,0
2013,Indiana,IN,NPS,9,788,7,11
2013,Indiana,IN,PRI,0,0,0,4
2013,Indiana,IN,ST,13,1165,6,785
2013,Indiana,IN,USFS,8,922,6,6
2013,Kansas,KS,BIA,0,0,4,2
2013,Kansas,KS,CNTY,0,0,5,553
2013,Kansas,KS,DDQ,0,0,1,6500
2013,Kansas,KS,FWS,9,1294,3,76
2013,Kansas,KS,NPS,1,5,0,0
2013,Kansas,KS,ST,1,15,0,0
2013,Kansas,KS,USFS,0,0,3,6
2013,Kentucky,KY,NPS,1,280,7,11
2013,Kentucky,KY,PRI,0,0,0,0
2013,Kentucky,KY,ST,0,0,979,23748
2013,Kentucky,KY,USFS,29,15079,44,1325
2013,Louisiana,LA,FWS,11,6824,5,7725
2013,Louisiana,LA,NPS,0,0,0,0
2013,Louisiana,LA,PRI,0,0,0,0
2013,Louisiana,LA,ST,0,0,1022,10158
2013,Louisiana,LA,USFS,10,8438,0,0
2013,Massachusetts,MA,DDQ,0,0,0,0
2013,Massachusetts,MA,FWS,1,26,0,0
2013,Massachusetts,MA,NPS,26,87,3,9
2013,Massachusetts,MA,PRI,0,0,1129,870
2013,Massachusetts,MA,ST,18,517,0,0
2013,Maryland,MD,DDQ,0,0,0,0
2013,Maryland,MD,FWS,4,1417,1,22
2013,Maryland,MD,NPS,0,0,5,0
2013,Maryland,MD,PRI,0,0,0,0
2013,Maryland,MD,ST,64,1190,120,160
2013,Maine,ME,BIA,0,0,0,0
2013,Maine,ME,FWS,13,73,0,0
2013,Maine,ME,NPS,2,10,0,0
2013,Maine,ME,PRI,0,0,426,743
2013,Maine,ME,ST,8,220,0,0
2013,Michigan,MI,BIA,1,210,9,3
2013,Michigan,MI,FWS,1,400,0,0
2013,Michigan,MI,NPS,0,0,0,0
2013,Michigan,MI,PRI,0,0,126,134
2013,Michigan,MI,ST,40,2450,257,739
2013,Michigan,MI,USFS,46,3637,44,64
2013,Minnesota,MN,BIA,21,22959,330,7203
2013,Minnesota,MN,FWS,135,16717,34,826
2013,Minnesota,MN,NPS,0,0,0,0
2013,Minnesota,MN,PRI,0,0,0,0
2013,Minnesota,MN,ST,98,6602,695,13826
2013,Minnesota,MN,USFS,79,2559,56,252
2013,Missouri,MO,FWS,8,1890,0,0
2013,Missouri,MO,NPS,3,3570,6,65
2013,Missouri,MO,PRI,0,0,7,519
2013,Missouri,MO,ST,0,0,0,0
2013,Missouri,MO,USFS,1,127,38,1076
2013,Mississippi,MS,FWS,7,1351,0,0
2013,Mississippi,MS,NPS,2,15,5,33
2013,Mississippi,MS,PRI,0,0,0,0
2013,Mississippi,MS,USFS,16,17179,0,0
2013,Montana,MT,BIA,25,12759,338,7609
2013,Montana,MT,BLM,11,436,76,739
2013,Montana,MT,CNTY,70,162,408,5280
2013,Montana,MT,FWS,4,3364,7,66
2013,Montana,MT,NPS,4,162,5,7
2013,Montana,MT,PRI,0,0,0,0
2013,Montana,MT,ST,80,5147,297,12771
2013,Montana,MT,USFS,240,13191,592,97737
2013,North Carolina,NC,BIA,0,0,24,322
2013,North Carolina,NC,DDQ,298,29422,156,9722
2013,North Carolina,NC,FWS,2,2243,4,167
2013,North Carolina,NC,NPS,0,0,0,0
2013,North Carolina,NC,PRI,0,0,0,0
2013,North Carolina,NC,ST,1002,83015,3268,9377
2013,North Carolina,NC,USFS,53,31549,62,4959
2013,North Dakota,ND,BIA,8,521,491,2936
2013,North Dakota,ND,BLM,2,162,10,42
2013,North Dakota,ND,FWS,22,3953,4,1006
2013,North Dakota,ND,NPS,0,0,0,0
2013,North Dakota,ND,PRI,0,0,2,236
2013,North Dakota,ND,ST,0,0,0,0
2013,North Dakota,ND,USFS,2,540,8,11896
2013,Nebraska,NE,BIA,3,1500,4,6
2013,Nebraska,NE,FWS,8,502,1,30
2013,Nebraska,NE,NPS,0,0,0,0
2013,Nebraska,NE,OTHR,1,4235,0,0
2013,Nebraska,NE,ST,0,0,0,0
2013,Nebraska,NE,USFS,1,5,5,27
2013,New Hampshire,NH,DDQ,1,15,0,0
2013,New Hampshire,NH,FWS,2,22,0,0
2013,New Hampshire,NH,NPS,0,0,0,0
2013,New Hampshire,NH,PRI,0,0,83,137
2013,New Hampshire,NH,ST,4,0,0,0
2013,New Hampshire,NH,USFS,11,121,2,0
2013,New Jersey,NJ,FWS,0,0,0,0
2013,New Jersey,NJ,NPS,0,0,0,0
2013,New Jersey,NJ,PRI,0,0,0,0
2013,New Jersey,NJ,ST,0,0,1013,1430
2013,New Mexico,NM,BIA,7,1220,174,256
2013,New Mexico,NM,BLM,8,7390,116,110
2013,New Mexico,NM,DDQ,0,0,0,0
2013,New Mexico,NM,FWS,5,1381,3,0
2013,New Mexico,NM,NPS,0,0,28,129
2013,New Mexico,NM,OTHR,0,0,0,0
2013,New Mexico,NM,ST,0,0,318,38111
2013,New Mexico,NM,USFS,25,6483,425,183345
2013,Nevada,NV,BIA,0,0,18,3204
2013,Nevada,NV,BLM,2,24,514,100966
2013,Nevada,NV,DDQ,0,0,6,206
2013,Nevada,NV,FWS,4,225,12,67
2013,Nevada,NV,NPS,1,623,11,4
2013,Nevada,NV,OTHR,0,0,38,4045
2013,Nevada,NV,ST,16,383,43,7944
2013,Nevada,NV,USFS,7,410,121,46471
2013,New York,NY,DDQ,0,0,0,0
2013,New York,NY,FWS,1,41,0,0
2013,New York,NY,NPS,5,45,14,18
2013,New York,NY,PRI,19,453,124,1055
2013,New York,NY,ST,15,359,0,0
2013,Ohio,OH,FWS,0,0,0,0
2013,Ohio,OH,NPS,0,0,0,0
2013,Ohio,OH,PRI,0,0,0,0
2013,Ohio,OH,ST,0,0,5,56
2013,Ohio,OH,USFS,3,1789,26,96
2013,Oklahoma,OK,BIA,14,797,152,12686
2013,Oklahoma,OK,FWS,3,597,26,2672
2013,Oklahoma,OK,NPS,1,2380,0,0
2013,Oklahoma,OK,PRI,0,0,0,0
2013,Oklahoma,OK,ST,0,0,432,11132
2013,Oregon,OR,BIA,18,5562,79,51781
2013,Oregon,OR,BLM,188,18774,344,163975
2013,Oregon,OR,CNTY,0,0,0,0
2013,Oregon,OR,FWS,13,1010,13,1121
2013,Oregon,OR,NPS,4,50,22,5
2013,Oregon,OR,PRI,0,0,8,83
2013,Oregon,OR,ST,0,0,1182,104469
2013,Oregon,OR,USFS,260,49288,1200,29352
2013,Pennsylvania,PA,FWS,0,0,0,0
2013,Pennsylvania,PA,NPS,9,457,0,0
2013,Pennsylvania,PA,PRI,0,0,1,1
2013,Pennsylvania,PA,ST,107,6922,634,1785
2013,Pennsylvania,PA,USFS,3,260,4,2
2013,Puerto Rico,PR,FWS,0,0,10,178
2013,Puerto Rico,PR,PRI,0,0,0,0
2013,Puerto Rico,PR,ST,0,0,740,4538
2013,Puerto Rico,PR,USFS,0,0,0,0
2013,Rhode Island,RI,FWS,0,0,0,0
2013,Rhode Island,RI,NPS,0,0,0,0
2013,Rhode Island,RI,PRI,0,0,7,27
2013,Rhode Island,RI,ST,0,0,0,0
2013,South Carolina,SC,DDQ,4,389,7,354
2013,South Carolina,SC,FWS,26,5046,0,0
2013,South Carolina,SC,NPS,2,619,0,0
2013,South Carolina,SC,PRI,0,0,0,0
2013,South Carolina,SC,ST,11756,317403,1297,6095
2013,South Carolina,SC,USFS,90,67047,33,633
2013,South Dakota,SD,BIA,7,199,446,406
2013,South Dakota,SD,BLM,16,948,0,0
2013,South Dakota,SD,CNTY,0,0,1,4
2013,South Dakota,SD,FWS,10,1377,7,513
2013,South Dakota,SD,NPS,4,160,1,0
2013,South Dakota,SD,OTHR,0,0,0,0
2013,South Dakota,SD,PRI,0,0,1,10
2013,South Dakota,SD,ST,27,2268,371,3493
2013,South Dakota,SD,USFS,34,22311,62,49
2013,Tennessee,TN,NPS,1,300,0,0
2013,Tennessee,TN,PRI,0,0,397,5670
2013,Tennessee,TN,ST,0,0,0,0
2013,Tennessee,TN,USFS,20,22023,27,1410
2013,Texas,TX,BIA,0,0,3,8
2013,Texas,TX,BLM,0,0,0,0
2013,Texas,TX,CNTY,0,0,0,0
2013,Texas,TX,DDQ,0,0,0,0
2013,Texas,TX,FWS,23,7089,28,10212
2013,Texas,TX,NPS,0,0,9,178
2013,Texas,TX,PRI,0,0,0,0
2013,Texas,TX,ST,0,0,0,0
2013,Texas,TX,USFS,73,111862,30,345
2013,Utah,UT,BIA,0,0,62,213
2013,Utah,UT,BLM,16,1048,417,24394
2013,Utah,UT,DDQ,0,0,1,0
2013,Utah,UT,FWS,0,0,0,0
2013,Utah,UT,NPS,5,672,25,65
2013,Utah,UT,PRI,5,191,1,16505
2013,Utah,UT,ST,35,1124,506,5011
2013,Utah,UT,USFS,50,10994,264,24094
2013,Virginia,VA,FWS,0,0,0,0
2013,Virginia,VA,NPS,2,540,11,1
2013,Virginia,VA,PRI,0,0,0,0
2013,Virginia,VA,ST,0,0,457,3663
2013,Virginia,VA,USFS,18,21869,14,754
2013,Vermont,VT,FWS,0,0,0,0
2013,Vermont,VT,NPS,0,0,0,0
2013,Vermont,VT,PRI,0,0,120,268
2013,Vermont,VT,ST,3,41,0,0
2013,Vermont,VT,USFS,31,480,4,13
2013,Washington,WA,BIA,14,814,349,38542
2013,Washington,WA,BLM,2,822,38,6618
2013,Washington,WA,CNTY,0,0,3,4510
2013,Washington,WA,FWS,16,940,49,967
2013,Washington,WA,NPS,12,241,42,264
2013,Washington,WA,OTHR,0,0,0,0
2013,Washington,WA,ST,0,0,741,93656
2013,Washington,WA,USFS,108,10328,305,8046
2013,Wisconsin,WI,BIA,0,0,0,0
2013,Wisconsin,WI,FWS,38,3850,2,2
2013,Wisconsin,WI,NPS,0,0,0,0
2013,Wisconsin,WI,PRI,0,0,0,0
2013,Wisconsin,WI,ST,351,12113,654,9177
2013,Wisconsin,WI,USFS,4,2536,15,17
2013,West Virginia,WV,NPS,0,0,0,0
2013,West Virginia,WV,PRI,0,0,2,2
2013,West Virginia,WV,ST,0,0,551,6963
2013,West Virginia,WV,USFS,1,811,4,1612
2013,Wyoming,WY,BIA,0,0,33,23
2013,Wyoming,WY,BLM,18,1934,86,1069
2013,Wyoming,WY,CNTY,1,1,178,1001
2013,Wyoming,WY,FWS,0,0,1,0
2013,Wyoming,WY,NPS,2,325,25,11899
2013,Wyoming,WY,PRI,0,0,0,0
2013,Wyoming,WY,ST,0,0,20,172
2013,Wyoming,WY,USFS,33,3209,125,29852
2012,Alaska,AK,BIA,0,0,4,164
2012,Alaska,AK,BLM,0,0,39,51616
2012,Alaska,AK,DOD,7,12990,16,61304
2012,Alaska,AK,FWS,0,0,30,39629
2012,Alaska,AK,NPS,2,18,22,76752
2012,Alaska,AK,OTHR,0,0,189,39513
2012,Alaska,AK,ST,0,0,111,17909
2012,Alaska,AK,USFS,15,218,5,0
2012,Alabama,AL,FWS,0,0,0,0
2012,Alabama,AL,NPS,0,0,0,0
2012,Alabama,AL,PRI,0,0,1,6
2012,Alabama,AL,ST,0,0,1481,21307
2012,Alabama,AL,USFS,153,96258,49,2954
2012,Arkansas,AR,FWS,6,2245,7,105
2012,Arkansas,AR,NPS,6,1528,24,411
2012,Arkansas,AR,PRI,0,0,0,0
2012,Arkansas,AR,ST,0,0,2154,34487
2012,Arkansas,AR,USFS,157,163502,204,4762
2012,Arizona,AZ,BIA,30,20133,535,37439
2012,Arizona,AZ,BLM,5,568,183,51181
2012,Arizona,AZ,DOD,0,0,0,0
2012,Arizona,AZ,FWS,4,2805,11,20
2012,Arizona,AZ,NPS,19,5871,27,46
2012,Arizona,AZ,OTHR,0,0,0,0
2012,Arizona,AZ,PRI,0,0,0,0
2012,Arizona,AZ,ST,0,0,192,8227
2012,Arizona,AZ,USFS,185,51582,736,119177
2012,California,CA,BIA,5,121,158,322
2012,California,CA,BLM,24,3869,273,466346
2012,California,CA,CNTY,3,15,24,171
2012,California,CA,DOD,6,1831,139,13567
2012,California,CA,FWS,55,28445,13,9
2012,California,CA,NPS,40,1648,78,30723
2012,California,CA,ST,0,0,6014,61249
2012,California,CA,USFS,499,20901,1251,297212
2012,Colorado,CO,BIA,6,92,132,1083
2012,Colorado,CO,BLM,18,1255,384,33626
2012,Colorado,CO,CNTY,16,735,484,103123
2012,Colorado,CO,DOD,0,0,1,0
2012,Colorado,CO,FWS,2,486,4,151
2012,Colorado,CO,NPS,15,320,41,3546
2012,Colorado,CO,OTHR,0,0,0,0
2012,Colorado,CO,ST,2,3,16,6148
2012,Colorado,CO,USFS,74,5884,436,98768
2012,Connecticut,CT,FWS,0,0,0,0
2012,Connecticut,CT,NPS,0,0,0,0
2012,Connecticut,CT,PRI,0,0,179,287
2012,Connecticut,CT,ST,4,42,1,130
2012,Florida,FL,BIA,18,4027,1,1
2012,Florida,FL,DOD,131,88081,40,1731
2012,Florida,FL,FWS,39,21308,15,7302
2012,Florida,FL,NPS,19,31803,3,3001
2012,Florida,FL,PRI,2,300,0,0
2012,Florida,FL,ST,0,0,2089,47783
2012,Florida,FL,USFS,107,92656,79,7050
2012,Georgia,GA,DOD,7,6393,0,0
2012,Georgia,GA,FWS,21,6501,2,4
2012,Georgia,GA,NPS,0,0,2,42
2012,Georgia,GA,PRI,0,0,19,753
2012,Georgia,GA,ST,0,0,3286,17248
2012,Georgia,GA,USFS,41,27835,22,1089
2012,Hawaii,HI,CNTY,0,0,2,1802
2012,Hawaii,HI,NPS,0,0,0,0
2012,Hawaii,HI,ST,0,0,0,0
2012,Iowa,IA,BIA,0,0,0,0
2012,Iowa,IA,FWS,98,14079,10,349
2012,Iowa,IA,NPS,0,0,0,0
2012,Iowa,IA,PRI,0,0,0,0
2012,Iowa,IA,ST,0,0,0,0
2012,Idaho,ID,BIA,0,0,14,22929
2012,Idaho,ID,BLM,27,1673,282,620717
2012,Idaho,ID,CNTY,0,0,118,14980
2012,Idaho,ID,DOD,0,0,1,25879
2012,Idaho,ID,FWS,3,245,1,2
2012,Idaho,ID,NPS,0,0,1,2078
2012,Idaho,ID,OTHR,1,20,21,4510
2012,Idaho,ID,PRI,0,0,0,28649
2012,Idaho,ID,ST,149,8690,210,26563
2012,Idaho,ID,USFS,137,20436,501,921347
2012,Illinois,IL,FWS,21,2445,10,4
2012,Illinois,IL,PRI,4,87,119,1346
2012,Illinois,IL,ST,386,15736,4,431
2012,Illinois,IL,USFS,21,5603,24,67
2012,Indiana,IN,DOD,0,0,0,0
2012,Indiana,IN,FWS,20,10931,1,20
2012,Indiana,IN,NPS,17,1419,5,347
2012,Indiana,IN,PRI,0,0,0,0
2012,Indiana,IN,ST,0,0,36,1402
2012,Indiana,IN,USFS,12,2027,27,77
2012,Kansas,KS,BIA,7,640,15,1164
2012,Kansas,KS,CNTY,1,0,32,38135
2012,Kansas,KS,DOD,0,0,5,11617
2012,Kansas,KS,FWS,30,8882,15,282
2012,Kansas,KS,NPS,4,1469,2,809
2012,Kansas,KS,ST,0,0,1,1600
2012,Kansas,KS,USFS,0,0,1,0
2012,Kentucky,KY,NPS,4,2727,1,8
2012,Kentucky,KY,PRI,0,0,0,0
2012,Kentucky,KY,ST,0,0,1231,33016
2012,Kentucky,KY,USFS,25,16182,61,2373
2012,Louisiana,LA,FWS,14,1323,19,3959
2012,Louisiana,LA,NPS,0,0,0,0
2012,Louisiana,LA,PRI,0,0,0,0
2012,Louisiana,LA,ST,0,0,896,5286
2012,Louisiana,LA,USFS,135,143162,52,1843
2012,Massachusetts,MA,DOD,0,0,0,0
2012,Massachusetts,MA,FWS,4,14,1,1
2012,Massachusetts,MA,NPS,23,46,4,2
2012,Massachusetts,MA,PRI,0,0,1441,1024
2012,Massachusetts,MA,ST,7,274,0,0
2012,Maryland,MD,DOD,0,0,0,0
2012,Maryland,MD,FWS,1,11536,1,1
2012,Maryland,MD,NPS,0,0,2,0
2012,Maryland,MD,PRI,0,0,0,0
2012,Maryland,MD,ST,62,805,158,837
2012,Maine,ME,BIA,0,0,0,0
2012,Maine,ME,FWS,19,97,0,0
2012,Maine,ME,NPS,0,0,0,0
2012,Maine,ME,PRI,0,0,551,489
2012,Maine,ME,ST,4,143,0,0
2012,Michigan,MI,BIA,0,0,14,8
2012,Michigan,MI,FWS,4,454,2,3223
2012,Michigan,MI,NPS,2,31,1,1
2012,Michigan,MI,PRI,0,0,1,165
2012,Michigan,MI,ST,44,2399,495,23813
2012,Michigan,MI,USFS,45,3262,264,1167
2012,Minnesota,MN,BIA,33,21436,812,1951
2012,Minnesota,MN,FWS,295,38848,56,2411
2012,Minnesota,MN,NPS,1,3,0,0
2012,Minnesota,MN,PRI,0,0,0,0
2012,Minnesota,MN,ST,99,7783,1418,59759
2012,Minnesota,MN,USFS,33,3916,105,561
2012,Missouri,MO,FWS,15,2512,1,1
2012,Missouri,MO,NPS,10,8279,8,49
2012,Missouri,MO,PRI,0,0,501,15020
2012,Missouri,MO,ST,0,0,4,854
2012,Missouri,MO,USFS,35,40504,187,10532
2012,Mississippi,MS,FWS,4,585,2,2
2012,Mississippi,MS,NPS,2,27,1,1
2012,Mississippi,MS,PRI,0,0,0,0
2012,Mississippi,MS,USFS,3,1310,7,132
2012,Montana,MT,BIA,15,1813,603,434748
2012,Montana,MT,BLM,13,4656,231,307377
2012,Montana,MT,FWS,7,1941,27,10411
2012,Montana,MT,NPS,4,20,4,169
2012,Montana,MT,PRI,0,0,431,198231
2012,Montana,MT,ST,67,3528,321,40636
2012,Montana,MT,USFS,270,16636,596,229083
2012,North Carolina,NC,BIA,0,0,24,464
2012,North Carolina,NC,DOD,646,66988,6,22
2012,North Carolina,NC,FWS,15,3253,8,356
2012,North Carolina,NC,NPS,2,1323,0,0
2012,North Carolina,NC,PRI,0,0,0,0
2012,North Carolina,NC,ST,533,56937,3308,11329
2012,North Carolina,NC,USFS,64,27797,117,23419
2012,North Dakota,ND,BIA,20,2888,1027,22576
2012,North Dakota,ND,BLM,0,0,0,0
2012,North Dakota,ND,FWS,83,19680,23,1174
2012,North Dakota,ND,NPS,1,220,3,620
2012,North Dakota,ND,PRI,0,0,13,5553
2012,North Dakota,ND,ST,0,0,1,119
2012,North Dakota,ND,USFS,11,5149,27,1988
2012,Nebraska,NE,BIA,5,2570,40,3177
2012,Nebraska,NE,FWS,18,5412,9,3384
2012,Nebraska,NE,NPS,0,0,2,15
2012,Nebraska,NE,ST,0,0,27,269567
2012,Nebraska,NE,USFS,3,1082,71,39872
2012,New Hampshire,NH,DOD,0,0,0,0
2012,New Hampshire,NH,FWS,2,16,0,0
2012,New Hampshire,NH,NPS,0,0,0,0
2012,New Hampshire,NH,PRI,0,0,305,200
2012,New Hampshire,NH,ST,1,5,0,0
2012,New Hampshire,NH,USFS,2,19,7,21
2012,New Jersey,NJ,FWS,1,42,1,1
2012,New Jersey,NJ,NPS,0,0,0,0
2012,New Jersey,NJ,PRI,0,0,0,0
2012,New Jersey,NJ,ST,0,0,1067,3094
2012,New Mexico,NM,BIA,9,1379,171,737
2012,New Mexico,NM,BLM,17,8584,111,1773
2012,New Mexico,NM,DOD,0,0,0,0
2012,New Mexico,NM,FWS,9,2740,2,167
2012,New Mexico,NM,NPS,3,334,8,1853
2012,New Mexico,NM,OTHR,0,0,0,0
2012,New Mexico,NM,ST,0,0,365,25840
2012,New Mexico,NM,USFS,21,16977,372,342127
2012,Nevada,NV,BIA,0,0,2,1199
2012,Nevada,NV,BLM,5,830,622,506913
2012,Nevada,NV,DOD,0,0,1,0
2012,Nevada,NV,FWS,4,419,4,61
2012,Nevada,NV,NPS,4,1657,16,28
2012,Nevada,NV,OTHR,0,0,67,9131
2012,Nevada,NV,ST,24,3145,90,53297
2012,Nevada,NV,USFS,4,259,142,42497
2012,New York,NY,DOD,0,0,0,0
2012,New York,NY,FWS,3,66,0,0
2012,New York,NY,NPS,0,0,0,0
2012,New York,NY,PRI,0,0,166,489
2012,New York,NY,ST,9,257,2,1638
2012,Ohio,OH,FWS,0,0,0,0
2012,Ohio,OH,NPS,2,14,0,0
2012,Ohio,OH,PRI,0,0,0,0
2012,Ohio,OH,ST,5,320,286,960
2012,Ohio,OH,USFS,4,1283,23,290
2012,Oklahoma,OK,BIA,5,573,620,122696
2012,Oklahoma,OK,FWS,4,1960,26,6561
2012,Oklahoma,OK,NPS,0,0,3,98
2012,Oklahoma,OK,PRI,0,0,15,73137
2012,Oklahoma,OK,ST,0,0,931,30087
2012,Oregon,OR,BIA,10,150,65,17376
2012,Oregon,OR,BLM,169,13343,186,1074738
2012,Oregon,OR,CNTY,0,0,0,0
2012,Oregon,OR,FWS,14,1371,5,50
2012,Oregon,OR,NPS,2,17,5,4
2012,Oregon,OR,PRI,0,0,0,27
2012,Oregon,OR,ST,0,0,50,12746
2012,Oregon,OR,USFS,410,45957,652,151108
2012,Pennsylvania,PA,FWS,0,0,0,0
2012,Pennsylvania,PA,NPS,0,0,0,0
2012,Pennsylvania,PA,PRI,1,65,1,64
2012,Pennsylvania,PA,ST,54,2805,675,3046
2012,Pennsylvania,PA,USFS,4,385,7,47
2012,Rhode Island,RI,FWS,1,2,0,0
2012,Rhode Island,RI,NPS,0,0,0,0
2012,Rhode Island,RI,PRI,0,0,49,41
2012,Rhode Island,RI,ST,0,0,0,0
2012,South Carolina,SC,DOD,32,3658,13,70
2012,South Carolina,SC,FWS,31,10409,3,187
2012,South Carolina,SC,NPS,5,1578,0,0
2012,South Carolina,SC,PRI,256,15894,19,125
2012,South Carolina,SC,ST,9156,280378,1724,9004
2012,South Carolina,SC,USFS,0,0,40,816
2012,South Dakota,SD,BIA,22,1870,1222,112447
2012,South Dakota,SD,BLM,0,69,11,3213
2012,South Dakota,SD,FWS,48,8398,11,400
2012,South Dakota,SD,NPS,3,662,11,144
2012,South Dakota,SD,OTHR,0,0,0,0
2012,South Dakota,SD,PRI,0,0,0,0
2012,South Dakota,SD,ST,6,568,1377,141755
2012,South Dakota,SD,USFS,11,6484,152,16647
2012,Tennessee,TN,NPS,2,556,3,3
2012,Tennessee,TN,PRI,0,0,1136,18935
2012,Tennessee,TN,ST,0,0,0,0
2012,Tennessee,TN,USFS,22,19966,19,1010
2012,Texas,TX,BIA,0,0,0,0
2012,Texas,TX,BLM,0,0,0,0
2012,Texas,TX,CNTY,0,0,0,0
2012,Texas,TX,DOD,0,0,0,0
2012,Texas,TX,FWS,25,16283,58,22482
2012,Texas,TX,NPS,1,119,10,15133
2012,Texas,TX,PRI,0,0,9666,86055
2012,Texas,TX,ST,0,0,855,55033
2012,Texas,TX,USFS,71,93868,31,899
2012,Utah,UT,BIA,0,0,47,7385
2012,Utah,UT,BLM,12,1245,489,125653
2012,Utah,UT,DOD,0,0,6,1640
2012,Utah,UT,FWS,0,0,0,0
2012,Utah,UT,NPS,3,114,15,11
2012,Utah,UT,PRI,1,167,0,81624
2012,Utah,UT,ST,39,447,664,52481
2012,Utah,UT,USFS,27,14459,313,146473
2012,Virginia,VA,FWS,0,0,1,10
2012,Virginia,VA,NPS,2,250,9,458
2012,Virginia,VA,PRI,0,0,0,0
2012,Virginia,VA,ST,0,0,531,6894
2012,Virginia,VA,USFS,18,12836,42,39119
2012,Vermont,VT,FWS,0,0,0,0
2012,Vermont,VT,NPS,0,0,0,0
2012,Vermont,VT,PRI,0,0,88,399
2012,Vermont,VT,ST,5,74,0,0
2012,Vermont,VT,USFS,8,246,4,6
2012,Washington,WA,BIA,12,4157,120,31754
2012,Washington,WA,BLM,4,105,47,49589
2012,Washington,WA,CNTY,0,0,6,31074
2012,Washington,WA,FWS,11,729,22,1852
2012,Washington,WA,NPS,1,22,27,19
2012,Washington,WA,OTHR,0,0,5,35
2012,Washington,WA,ST,0,0,785,28274
2012,Washington,WA,USFS,49,4216,330,116929
2012,Wisconsin,WI,BIA,4,680,8,51
2012,Wisconsin,WI,FWS,70,8411,1,2
2012,Wisconsin,WI,NPS,0,0,1,1
2012,Wisconsin,WI,PRI,0,0,23,15
2012,Wisconsin,WI,ST,419,21100,1493,2800
2012,Wisconsin,WI,USFS,16,1211,10,11
2012,West Virginia,WV,NPS,1,5,2,4
2012,West Virginia,WV,PRI,0,0,2,114
2012,West Virginia,WV,ST,0,0,479,6522
2012,West Virginia,WV,USFS,4,1638,5,63
2012,Wyoming,WY,BIA,0,0,119,46773
2012,Wyoming,WY,BLM,13,3568,173,38531
2012,Wyoming,WY,CNTY,0,0,353,186511
2012,Wyoming,WY,FWS,1,22,1,5
2012,Wyoming,WY,NPS,3,277,29,4431
2012,Wyoming,WY,PRI,0,0,0,0
2012,Wyoming,WY,ST,0,0,36,22169
2012,Wyoming,WY,USFS,28,3919,127,58697
2011,Alaska,AK,BIA,0,0,2,8
2011,Alaska,AK,BLM,0,0,26,42087
2011,Alaska,AK,DDQ,11,8476,32,10011
2011,Alaska,AK,FWS,1,20,30,36823
2011,Alaska,AK,NPS,3,35,17,7790
2011,Alaska,AK,OTHR,0,0,247,78069
2011,Alaska,AK,ST,0,0,152,118227
2011,Alaska,AK,USFS,5,451,9,3
2011,Alabama,AL,FWS,3,107,0,0
2011,Alabama,AL,NPS,1,10,0,0
2011,Alabama,AL,PRI,0,0,0,0
2011,Alabama,AL,ST,0,0,3009,65808
2011,Alabama,AL,USFS,102,73353,64,5503
2011,Arkansas,AR,FWS,3,442,10,522
2011,Arkansas,AR,NPS,1,551,21,5393
2011,Arkansas,AR,PRI,0,0,0,0
2011,Arkansas,AR,ST,0,0,2427,41670
2011,Arkansas,AR,USFS,191,141510,169,6447
2011,Arizona,AZ,BIA,23,16411,664,36982
2011,Arizona,AZ,BLM,12,3139,242,32788
2011,Arizona,AZ,DDQ,0,0,0,0
2011,Arizona,AZ,FWS,1,10,11,5273
2011,Arizona,AZ,NPS,17,4738,39,14444
2011,Arizona,AZ,PRI,0,0,0,0
2011,Arizona,AZ,ST,4,305,215,5752
2011,Arizona,AZ,USFS,147,36567,817,921189
2011,California,CA,BIA,41,483,139,320
2011,California,CA,BLM,31,1735,421,16506
2011,California,CA,CNTY,3,9,8,2
2011,California,CA,DDQ,15,2260,213,13463
2011,California,CA,FWS,52,26522,22,29
2011,California,CA,NPS,51,3025,69,2239
2011,California,CA,ST,0,0,6068,52518
2011,California,CA,USFS,489,25239,1049,41777
2011,Colorado,CO,BIA,3,1072,126,796
2011,Colorado,CO,BLM,35,3388,347,3983
2011,Colorado,CO,CNTY,36,479,397,98061
2011,Colorado,CO,DDQ,10,7284,6,42572
2011,Colorado,CO,FWS,10,1680,3,29
2011,Colorado,CO,NPS,22,382,40,203
2011,Colorado,CO,OTHR,0,0,0,0
2011,Colorado,CO,ST,15,417,6,178
2011,Colorado,CO,USFS,105,14629,361,15345
2011,Connecticut,CT,FWS,0,0,0,0
2011,Connecticut,CT,NPS,0,0,0,0
2011,Connecticut,CT,PRI,0,0,196,244
2011,Connecticut,CT,ST,7,42,0,0
2011,Florida,FL,BIA,41,7791,0,0
2011,Florida,FL,DDQ,242,149582,82,16340
2011,Florida,FL,FWS,29,9977,21,2779
2011,Florida,FL,NPS,8,38216,38,51019
2011,Florida,FL,PRI,0,0,30,775
2011,Florida,FL,ST,0,0,4761,222610
2011,Florida,FL,USFS,153,121612,170,6468
2011,Georgia,GA,DDQ,95,58605,0,0
2011,Georgia,GA,FWS,23,7653,2,155
2011,Georgia,GA,NPS,0,0,0,0
2011,Georgia,GA,PRI,0,0,0,0
2011,Georgia,GA,ST,0,0,8370,148448
2011,Georgia,GA,USFS,30,30505,15,619
2011,Hawaii,HI,CNTY,0,0,0,0
2011,Hawaii,HI,NPS,1,150,3,2178
2011,Hawaii,HI,ST,0,0,0,0
